node,volatility,eign,closeness,betwness,centrality,community,density,name,type
364,2,2.505407101193672e-47,0.004098360655737705,0.0,1,10,1.0,"Frishman, Y.",incoming
103,1,2.505407101193672e-47,0.004098360655737705,0.0,1,15,1.0,"Bjork, S.",outgoing
938,1,2.505407101193672e-47,0.004098360655737705,0.0,1,15,1.0,"Redstrom, J.",outgoing
167,0,7.850712997580416e-32,0.00819672131147541,0.0,2,33,1.0,"Carpendale, S.",
1262,2,7.850712997580416e-32,0.00819672131147541,0.0,2,33,1.0,"Wong, N.",outandin
425,2,7.850712997580416e-32,0.00819672131147541,0.0,2,33,1.0,"Greenberg, S.",outandin
512,1,7.850712997580416e-32,0.00819672131147541,0.0,2,55,1.0,"Holmquist, L.E.",outgoing
1069,2,7.850712997580416e-32,0.00819672131147541,0.0,2,55,1.0,"Skog, T.",outandin
725,2,7.850712997580416e-32,0.00819672131147541,0.0,2,55,1.0,"Ljungblad, S.",outandin
620,3,7.850712997580416e-32,0.00819672131147541,0.0,2,59,1.0,"Kim, S.",incoming
453,2,7.850712997580416e-32,0.00819672131147541,0.0,2,59,1.0,"Hagh-Shenas, H.",incoming
541,2,7.850712997580416e-32,0.00819672131147541,0.0,2,59,1.0,"Interrante, V.",incoming
1173,2,7.850712997580416e-32,0.00819672131147541,0.0,2,27,1.0,"Trutschl, M.",outandin
427,2,7.850712997580416e-32,0.00819672131147541,0.0,2,27,1.0,"Grinstein, G.",outandin
236,2,7.850712997580416e-32,0.00819672131147541,0.0,2,27,1.0,"Cvek, U.",outandin
1270,2,3.3398709564376048e-40,0.00546448087431694,0.0,1,8,0.6666666666666666,"Woodruff, A.",outandin
744,2,3.3398709564376048e-40,0.00546448087431694,0.0,1,8,0.6666666666666666,"Mackinlay, J.D.",
853,2,4.723290803170061e-40,0.00819672131147541,3.373136342170951e-05,2,8,0.6666666666666666,"Olston, C.",outandin
773,2,7.850712997580416e-32,0.00819672131147541,0.0,2,23,1.0,"McGuffin, M.J.",incoming
62,2,7.850712997580416e-32,0.00819672131147541,0.0,2,23,1.0,"Balakrishnan, R.",incoming
246,2,7.850712997580416e-32,0.00819672131147541,0.0,2,23,1.0,"Davison, G.",outandin
244,2,7.850712997580416e-32,0.00819672131147541,0.0,2,22,1.0,"Davidson, G.S.",outandin
1283,2,7.850712997580416e-32,0.00819672131147541,0.0,2,22,1.0,"Wylie, B.N.",outandin
125,2,7.850712997580416e-32,0.00819672131147541,0.0,2,22,1.0,"Boyack, K.W.",outandin
1230,2,7.850712997580416e-32,0.00819672131147541,0.0,2,21,1.0,"Weber, M.",outandin
20,2,7.850712997580416e-32,0.00819672131147541,0.0,2,21,1.0,"Alexa, M.",outandin
815,2,7.850712997580416e-32,0.00819672131147541,0.0,2,21,1.0,"Muller, W.",outandin
173,1,7.850712997580416e-32,0.00819672131147541,0.0,2,51,1.0,"Chalmers, M.",outgoing
976,2,7.850712997580416e-32,0.00819672131147541,0.0,2,51,1.0,"Ross, G.",outandin
806,2,7.850712997580416e-32,0.00819672131147541,0.0,2,51,1.0,"Morrison, A.",outandin
47,2,7.850712997580416e-32,0.00819672131147541,0.0,2,17,1.0,"Artero, A.O.",outandin
1330,2,7.850712997580416e-32,0.00819672131147541,0.0,2,17,1.0,"de Oliveira, M.C.F.",outandin
696,2,7.850712997580416e-32,0.00819672131147541,0.0,2,17,1.0,"Levkowitz, H.",outandin
1086,2,7.850712997580416e-32,0.00819672131147541,0.0,2,54,1.0,"Spell, R.",outandin
129,2,7.850712997580416e-32,0.00819672131147541,0.0,2,54,1.0,"Brady, R.",outandin
266,2,7.850712997580416e-32,0.00819672131147541,0.0,2,54,1.0,"Dierich, F.",outandin
1320,1,7.850712997580416e-32,0.00819672131147541,0.0,2,40,1.0,"Zhou, M.X.",
183,4,7.850712997580416e-32,0.00819672131147541,0.0,2,40,1.0,"Chen, M.",outandin
328,2,7.850712997580416e-32,0.00819672131147541,0.0,2,40,1.0,"Feng, F.",outandin
396,2,7.753859413193912e-21,0.012295081967213115,0.0,3,53,1.0,"Glaser, D.C.",outandin
1138,2,7.753859413193912e-21,0.012295081967213115,0.0,3,53,1.0,"Tan, R.",outandin
160,2,7.753859413193912e-21,0.012295081967213115,0.0,3,53,1.0,"Canny, J.",outandin
273,2,7.753859413193912e-21,0.012295081967213115,0.0,3,53,1.0,"Do, E.Y.",outandin
1200,2,7.753859413193912e-21,0.012295081967213115,0.0,3,49,1.0,"Vi̩gas, F.B.",incoming
893,2,7.753859413193912e-21,0.012295081967213115,0.0,3,49,1.0,"Perry, E.",outandin
521,2,7.753859413193912e-21,0.012295081967213115,0.0,3,49,1.0,"Howe, E.",outandin
275,2,7.753859413193912e-21,0.012295081967213115,0.0,3,49,1.0,"Donath, J.",outandin
255,1,7.753859413193912e-21,0.012295081967213115,0.0,3,60,1.0,"Derthick, M.",outgoing
197,2,7.753859413193912e-21,0.012295081967213115,0.0,3,60,1.0,"Christel, M.G.",outandin
475,2,7.753859413193912e-21,0.012295081967213115,0.0,3,60,1.0,"Hauptmann, A.G.",outandin
1207,2,7.753859413193912e-21,0.012295081967213115,0.0,3,60,1.0,"Wactlar, H.D.",outandin
370,2,7.753859413193912e-21,0.012295081967213115,0.0,3,14,1.0,"Fujishiro, I.",outandin
535,2,7.753859413193912e-21,0.012295081967213115,0.0,3,14,1.0,"Ichikawa, Y.",outandin
372,2,7.753859413193912e-21,0.012295081967213115,0.0,3,14,1.0,"Furuhata, R.",outandin
1133,2,7.753859413193912e-21,0.012295081967213115,0.0,3,14,1.0,"Takeshima, Y.",outandin
1146,2,5.496242370495095e-30,0.007377049180327868,0.0,1,35,0.6666666666666666,"Tavanti, M.",outandin
101,2,1.019353819718532e-29,0.009221311475409836,0.0,2,35,0.6666666666666666,"Bingham, G.P.",outandin
355,2,1.019353819718532e-29,0.009221311475409836,0.0,2,35,0.6666666666666666,"Forser, C.",outandin
714,2,1.1927321295432843e-29,0.012295081967213115,6.746272684341901e-05,3,35,0.6666666666666666,"Lind, M.",incoming
1121,2,7.753859413193912e-21,0.012295081967213115,0.0,3,3,1.0,"Summers, K.L.",outandin
404,2,7.753859413193912e-21,0.012295081967213115,0.0,3,3,1.0,"Goldsmith, T.E.",outandin
654,2,7.753859413193912e-21,0.012295081967213115,0.0,3,3,1.0,"Kubica, S.",outandin
171,2,7.753859413193912e-21,0.012295081967213115,0.0,3,3,1.0,"Caudell, T.P.",outandin
462,1,2.4486111316855156e-25,0.009221311475409836,0.0,2,7,0.8333333333333334,"Hanrahan, P.",
117,2,2.4486111316855156e-25,0.009221311475409836,0.0,2,7,0.8333333333333334,"Bosche, R.",outandin
