Unnamed: 0,node,volatility,eign,closeness,betwness,centrality,community,density,name,type,period,type_ord,is_stable,type_cat
83,901,2,0.0011851403151591,0.0449949477713314,0.0,3,3,0.2810457516339869,"Phan, D.",outandin,2005-2009,0,0,outandin
84,1301,2,0.0011851403151591,0.0449949477713314,0.0,3,3,0.2810457516339869,"Yeh, R.",outandin,2005-2009,0,0,outandin
100,12,2,0.0124714783351452,0.0626911314984709,0.0001219489315397,4,3,0.2810457516339869,"Agrawala, M.",incoming,2005-2009,1,0,incoming
158,744,2,0.0121006464745938,0.0646625507279826,0.0072231290219695,4,3,0.2810457516339869,"Mackinlay, J.D.",outgoing,2005-2009,1,0,outgoing
159,1104,1,0.0121006464745938,0.0646625507279826,0.0072231290219695,4,3,0.2810457516339869,"Stolte, C.",outgoing,2005-2009,1,0,outgoing
222,1278,2,0.002151322007694,0.0450936209024089,0.0,4,3,0.2810457516339869,"Wu, L.",outandin,2005-2009,0,0,outandin
179,630,2,0.0029390644373297,0.0452922712147543,0.0,6,3,0.2810457516339869,"Klingner, J.",outgoing,2005-2009,1,0,outgoing
180,277,2,0.0029390644373297,0.0452922712147543,0.0,6,3,0.2810457516339869,"Dong, X.",outandin,2005-2009,0,0,outandin
181,455,2,0.0029390644373297,0.0452922712147543,0.0,6,3,0.2810457516339869,"Halevy, A.",outandin,2005-2009,0,0,outandin
8,482,1,0.0592527758952674,0.0787842572088063,0.0214348698898707,7,3,0.2810457516339869,"Heer, J.",incoming,2005-2009,1,0,incoming
176,1135,1,0.0031932973326225,0.0453922541534182,1.407103056227838e-05,7,3,0.2810457516339869,"Talbot, J.",incoming,2005-2009,1,0,incoming
177,174,2,0.0031932973326225,0.0453922541534182,1.407103056227838e-05,7,3,0.2810457516339869,"Chan, B.",outandin,2005-2009,0,0,outandin
178,159,2,0.0031932973326225,0.0453922541534182,1.407103056227838e-05,7,3,0.2810457516339869,"Cammarano, M.",outandin,2005-2009,0,0,outandin
81,462,1,0.0064733632624146,0.0543986537870329,0.0139162492260933,12,3,0.2810457516339869,"Hanrahan, P.",stable,2005-2009,2,1,stable
11,1071,2,5.8103869739576906e-18,0.0244648318042813,0.0,2,4,0.2205882352941176,"Slack, J.",outandin,2005-2009,0,0,outandin
12,499,2,5.8103869739576906e-18,0.0244648318042813,0.0,2,4,0.2205882352941176,"Hildebrand, K.",outandin,2005-2009,0,0,outandin
141,44,3,5.8103869739576906e-18,0.0244648318042813,0.0,2,4,0.2205882352941176,"Archambault, D.",outandin,2005-2009,0,0,outandin
142,49,2,5.8103869739576906e-18,0.0244648318042813,0.0,2,4,0.2205882352941176,"Auber, D.",outgoing,2005-2009,1,0,outgoing
202,666,3,6.4842851069340144e-18,0.0244648318042813,0.0,2,4,0.2205882352941176,"Lam, H.",outandin,2005-2009,0,0,outandin
289,1127,2,3.310718637278519e-18,0.019571865443425,0.0,2,4,0.2205882352941176,"Swindells, C.",incoming,2005-2009,1,0,incoming
290,288,2,3.310718637278519e-18,0.019571865443425,0.0,2,4,0.2205882352941176,"Dreezer, R.",outandin,2005-2009,0,0,outandin
319,786,1,5.8103869739576906e-18,0.0244648318042813,0.0,2,4,0.2205882352941176,"Meyer, M.",incoming,2005-2009,1,0,incoming
320,899,1,5.8103869739576906e-18,0.0244648318042813,0.0,2,4,0.2205882352941176,"Pfister, H.",incoming,2005-2009,1,0,incoming
226,72,2,8.103364779635954e-18,0.025254019927,0.0,3,4,0.2205882352941176,"Barsky, A.",outandin,2005-2009,0,0,outandin
227,382,2,8.103364779635954e-18,0.025254019927,0.0,3,4,0.2205882352941176,"Gardy, J.",outandin,2005-2009,0,0,outandin
194,1089,2,1.2156495768414869e-17,0.0279598077763215,0.0,4,4,0.2205882352941176,"Sprague, D.W.",outandin,2005-2009,0,0,outandin
195,371,2,1.2156495768414869e-17,0.0279598077763215,0.0,4,4,0.2205882352941176,Fuqu Wu,outandin,2005-2009,0,0,outandin
196,1076,2,1.2156495768414869e-17,0.0279598077763215,0.0,4,4,0.2205882352941176,"So, W.Y.",outandin,2005-2009,0,0,outandin
201,623,2,9.18319344413568e-18,0.0260958205912334,1.876137408303784e-05,4,4,0.2205882352941176,"Kincaid, R.",outandin,2005-2009,0,0,outandin
193,1170,1,1.3259164397468159e-17,0.0301105622206539,0.000525318474325,6,4,0.2205882352941176,"Tory, M.",stable,2005-2009,2,1,stable
10,816,0,2.3270136952484078e-17,0.0434930343187223,0.0018198532860546,14,4,0.2205882352941176,"Munzner, T.",stable,2005-2009,2,1,stable
14,64,2,1.3737381146784678e-10,0.0220183486238532,0.0,2,5,0.2573099415204678,"Balzer, M.",outandin,2005-2009,0,0,outandin
148,122,2,1.3737381146784678e-10,0.0220183486238532,0.0,2,5,0.2573099415204678,"Bottger, J.",outandin,2005-2009,0,0,outandin
76,1020,3,3.255070763142364e-10,0.0283093053735255,0.0,3,5,0.2573099415204678,"Schreck, T.",outandin,2005-2009,0,0,outandin
77,464,1,3.255070763142364e-10,0.0283093053735255,0.0,3,5,0.2573099415204678,"Hao, M.C.",outgoing,2005-2009,1,0,outgoing
78,249,1,3.255070763142364e-10,0.0283093053735255,0.0,3,5,0.2573099415204678,"Dayal, U.",outgoing,2005-2009,1,0,outgoing
113,1066,2,3.814671718721951e-10,0.0283093053735255,0.0,3,5,0.2573099415204678,"Sips, M.",outgoing,2005-2009,1,0,outgoing
115,871,2,3.814671718721951e-10,0.0283093053735255,0.0,3,5,0.2573099415204678,"Panse, C.",outgoing,2005-2009,1,0,outgoing
313,553,2,3.814671718721951e-10,0.0283093053735255,0.0,3,5,0.2573099415204678,"Janetzko, H.",outandin,2005-2009,0,0,outandin
314,59,3,3.814671718721951e-10,0.0283093053735255,0.0,3,5,0.2573099415204678,"Bak, P.",outandin,2005-2009,0,0,outandin
150,950,2,5.015820806296097e-10,0.0291419320021586,0.0,4,5,0.2573099415204678,"Rexroad, B.",outandin,2005-2009,0,0,outandin
151,1049,2,5.015820806296097e-10,0.0291419320021586,0.0,4,5,0.2573099415204678,"Sheleheda, D.",outandin,2005-2009,0,0,outandin
258,848,3,6.58163474443373e-10,0.0319621189701095,0.0,5,5,0.2573099415204678,"Oelke, D.",outandin,2005-2009,0,0,outandin
259,1102,2,6.58163474443373e-10,0.0319621189701095,0.0,5,5,0.2573099415204678,"Stoffel, A.",outandin,2005-2009,0,0,outandin
260,968,2,6.58163474443373e-10,0.0319621189701095,0.0,5,5,0.2573099415204678,"Rohrdantz, C.",outandin,2005-2009,0,0,outandin
261,1112,1,6.58163474443373e-10,0.0319621189701095,0.0,5,5,0.2573099415204678,"Strobelt, H.",incoming,2005-2009,1,0,incoming
114,840,2,6.094360005354816e-10,0.0309633027522935,5.628412224911352e-05,6,5,0.2573099415204678,"North, S.C.",outgoing,2005-2009,1,0,outgoing
149,752,2,6.094360005354816e-10,0.0309633027522935,5.628412224911352e-05,6,5,0.2573099415204678,"Mansmann, F.",outandin,2005-2009,0,0,outandin
13,258,1,6.97003786668671e-10,0.0341664030370136,0.0006003639706572,7,5,0.2573099415204678,"Deussen, O.",incoming,2005-2009,1,0,incoming
75,606,1,1.3260425338643635e-09,0.0495412844036697,0.0020825125232172,16,5,0.2573099415204678,"Keim, D.A.",stable,2005-2009,2,1,stable
147,1304,2,0.0371371733250622,0.0596020032797057,0.0,1,6,0.2233333333333333,"Yost, B.",outandin,2005-2009,0,0,outandin
18,646,2,0.057695133536136,0.0603011470131919,0.0,2,6,0.2233333333333333,"Koren, Y.",outgoing,2005-2009,1,0,outgoing
86,1005,2,0.0428839296053253,0.0597752649171467,0.0,2,6,0.2233333333333333,"Saraiya, P.",outgoing,2005-2009,1,0,outgoing
87,681,2,0.0428839296053253,0.0597752649171467,0.0,2,6,0.2233333333333333,"Lee, P.",outandin,2005-2009,0,0,outandin
134,237,2,0.1057724518080392,0.0704201751078714,0.0,4,6,0.2233333333333333,"Czerwinski, M.",incoming,2005-2009,1,0,incoming
138,787,2,0.1057724518080392,0.0704201751078714,0.0,4,6,0.2233333333333333,"Meyers, B.R.",outandin,2005-2009,0,0,outandin
246,331,2,0.1773063964187823,0.0793926298513454,0.0,4,6,0.2233333333333333,"Fernandez, R.",incoming,2005-2009,1,0,incoming
315,1041,2,0.0872256867072648,0.0667619841931768,0.0,4,6,0.2233333333333333,"Seo, J.",stable,2005-2009,2,1,stable
316,617,2,0.0872256867072648,0.0667619841931768,0.0,4,6,0.2233333333333333,"Kim, B.",incoming,2005-2009,1,0,incoming
317,508,3,0.0872256867072648,0.0667619841931768,0.0,4,6,0.2233333333333333,"Hoffman, E.",outandin,2005-2009,0,0,outandin
318,633,2,0.0872256867072648,0.0667619841931768,0.0,4,6,0.2233333333333333,"Knoblach, S.",outandin,2005-2009,0,0,outandin
136,1074,3,0.1517678121469417,0.0716470074268239,6.253791361012614e-05,5,6,0.2233333333333333,"Smith, G.",incoming,2005-2009,1,0,incoming
137,1136,2,0.1517678121469417,0.0716470074268239,6.253791361012614e-05,5,6,0.2233333333333333,"Tan, D.S.",outandin,2005-2009,0,0,outandin
238,1021,2,0.0964836520138248,0.0608363642943741,0.0,5,6,0.2233333333333333,"Schreiber, F.",outandin,2005-2009,0,0,outandin
239,1114,2,0.0964836520138248,0.0608363642943741,0.0,5,6,0.2233333333333333,"Stuckey, P.",outandin,2005-2009,0,0,outandin
240,1272,2,0.0964836520138248,0.0608363642943741,0.0,5,6,0.2233333333333333,"Woodward, M.",outandin,2005-2009,0,0,outandin
241,1282,1,0.0964836520138248,0.0608363642943741,0.0,5,6,0.2233333333333333,"Wybrow, M.",incoming,2005-2009,1,0,incoming
143,755,1,0.1033015667645858,0.0610168876305592,3.752274816607568e-05,6,6,0.2233333333333333,"Marriott, K.",incoming,2005-2009,1,0,incoming
310,929,2,0.2626042881499048,0.077013824462541,0.0,6,6,0.2233333333333333,"Quinn, K.I.",outandin,2005-2009,0,0,outandin
188,544,1,0.2739156819367064,0.0800104713287878,0.0135081893397872,8,6,0.2233333333333333,"Isenberg, P.",incoming,2005-2009,1,0,incoming
245,340,1,0.3121262624483323,0.0871300471673664,0.0044589532404019,8,6,0.2233333333333333,"Fisher, D.",stable,2005-2009,2,1,stable
85,839,2,0.277128148030372,0.0778889815587063,0.004483968405846,9,6,0.2233333333333333,"North, C.",outgoing,2005-2009,1,0,outgoing
17,298,1,0.3272359269723635,0.0787842572088063,0.0085927093300313,12,6,0.2233333333333333,"Dwyer, T.",incoming,2005-2009,1,0,incoming
135,962,3,0.3799960350469673,0.0960873417359741,0.0292302208213729,13,6,0.2233333333333333,"Robertson, G.",outandin,2005-2009,0,0,outandin
152,680,1,0.3892258188699101,0.0894030049195585,0.0113443775288768,14,6,0.2233333333333333,"Lee, B.",incoming,2005-2009,1,0,incoming
120,779,2,0.0010190149262722,0.0430181822834696,0.0,4,7,0.3235294117647059,"Mehler, A.",outandin,2005-2009,0,0,outandin
121,67,2,0.0010190149262722,0.0430181822834696,0.0,4,7,0.3235294117647059,"Bao, Y.",outandin,2005-2009,0,0,outandin
122,1221,1,0.0010190149262722,0.0430181822834696,0.0,4,7,0.3235294117647059,"Wang, Y.",incoming,2005-2009,1,0,incoming
123,1068,2,0.0010190149262722,0.0430181822834696,0.0,4,7,0.3235294117647059,"Skiena, S.",outandin,2005-2009,0,0,outandin
234,234,1,0.0040654608095336,0.0508977503254912,0.0,4,7,0.3235294117647059,"Cui, W.",incoming,2005-2009,1,0,incoming
296,1307,2,0.0017106003736471,0.0429283739697254,0.0,4,7,0.3235294117647059,"Yuan, X.",incoming,2005-2009,1,0,incoming
297,444,2,0.0017106003736471,0.0429283739697254,0.0,4,7,0.3235294117647059,"Guo, P.",outandin,2005-2009,0,0,outandin
298,1286,2,0.0017106003736471,0.0429283739697254,0.0,4,7,0.3235294117647059,"Xiao, H.",outandin,2005-2009,0,0,outandin
19,1159,1,0.0143247739052185,0.0597752649171467,0.0,5,7,0.3235294117647059,"Thomas, J.",outgoing,2005-2009,1,0,outgoing
21,350,2,0.0143247739052185,0.0597752649171467,0.0,5,7,0.3235294117647059,"Foote, H.",outgoing,2005-2009,1,0,outgoing
22,743,2,0.0143247739052185,0.0597752649171467,0.0,5,7,0.3235294117647059,"Mackey, P.",outandin,2005-2009,0,0,outandin
24,892,2,0.0143247739052185,0.0597752649171467,0.0,5,7,0.3235294117647059,"Perrine, K.",outgoing,2005-2009,1,0,outgoing
23,300,3,0.0474745105862501,0.0739665148615052,0.0198120110316879,7,7,0.3235294117647059,"Eagan, J.",outgoing,2005-2009,1,0,outgoing
232,926,1,0.0046718929293172,0.0512785314999961,0.0021950807677154,7,7,0.3235294117647059,"Qu, H.",incoming,2005-2009,1,0,incoming
233,1319,2,0.0046718929293172,0.0512785314999961,0.0021950807677154,7,7,0.3235294117647059,"Zhou, H.",incoming,2005-2009,1,0,incoming
119,704,2,0.0045471344884352,0.0514067278287461,0.0058535487139078,8,7,0.3235294117647059,"Li, X.",outandin,2005-2009,0,0,outandin
20,1263,1,0.0164467046013252,0.0617498232177131,0.0146526331588525,9,7,0.3235294117647059,"Wong, P.C.",outgoing,2005-2009,1,0,outgoing
26,1054,2,1.811339171395135e-42,0.0081549439347604,0.0,2,8,0.6,"Shi, K.",outandin,2005-2009,0,0,outandin
27,698,2,1.811339171395135e-42,0.0081549439347604,0.0,2,8,0.6,"Li, B.",incoming,2005-2009,1,0,incoming
191,587,2,1.811339171395135e-42,0.0081549439347604,0.0,2,8,0.6,"Kadaba, N.R.",outandin,2005-2009,0,0,outandin
192,677,2,1.811339171395135e-42,0.0081549439347604,0.0,2,8,0.6,"Leboe, J.",outandin,2005-2009,0,0,outandin
25,542,3,2.828501778042889e-42,0.0122324159021406,7.504549633215136e-05,4,8,0.6,"Irani, P.P.",outandin,2005-2009,0,0,outandin
28,231,3,6.5679605745347824e-37,0.0091743119266055,0.0,3,9,1.0,"Crow, V.",outandin,2005-2009,0,0,outandin
29,495,1,6.5679605745347824e-37,0.0091743119266055,0.0,3,9,1.0,"Hetzler, E.",outgoing,2005-2009,1,0,outgoing
30,882,2,6.5679605745347824e-37,0.0091743119266055,0.0,3,9,1.0,"Payne, D.A.",outandin,2005-2009,0,0,outandin
31,1179,2,6.5679605745347824e-37,0.0091743119266055,0.0,3,9,1.0,"Turner, A.E.",outandin,2005-2009,0,0,outandin
32,13,2,6.5679605745347824e-37,0.0091743119266055,0.0,3,10,1.0,"Agutter, J.",stable,2005-2009,2,1,stable
33,723,3,6.5679605745347824e-37,0.0091743119266055,0.0,3,10,1.0,"Livnat, Y.",outandin,2005-2009,0,0,outandin
34,801,2,6.5679605745347824e-37,0.0091743119266055,0.0,3,10,1.0,"Moon, S.",outandin,2005-2009,0,0,outandin
35,352,2,6.5679605745347824e-37,0.0091743119266055,0.0,3,10,1.0,"Foresti, S.",outandin,2005-2009,0,0,outandin
36,131,1,1.5816422107424466e-50,0.0061162079510703,0.0,2,11,1.0,"Brandes, U.",stable,2005-2009,2,1,stable
37,692,2,1.5816422107424466e-50,0.0061162079510703,0.0,2,11,1.0,"Lerner, J.",outandin,2005-2009,0,0,outandin
38,342,2,1.5816422107424466e-50,0.0061162079510703,0.0,2,11,1.0,"Fleischer, D.",outandin,2005-2009,0,0,outandin
40,29,2,0.03875986609954,0.0699411262976138,0.0,2,12,0.2692307692307692,"Amar, R.",outgoing,2005-2009,1,0,outgoing
160,916,2,0.0374113268048011,0.0663312617145111,0.0,2,12,0.2692307692307692,"Pousman, Z.",outandin,2005-2009,0,0,outandin
161,760,2,0.0374113268048011,0.0663312617145111,0.0,2,12,0.2692307692307692,"Mateas, M.",outandin,2005-2009,0,0,outandin
215,822,2,0.038108185280024,0.0663312617145111,0.0,2,12,0.2692307692307692,"Nersessian, N.",outandin,2005-2009,0,0,outandin
291,1120,2,0.038108185280024,0.0663312617145111,0.0,2,12,0.2692307692307692,"Sullivan, T.",outandin,2005-2009,0,0,outandin
185,593,3,0.0442603526348659,0.0665459259919044,0.0,3,12,0.2692307692307692,"Kang, Y.",outandin,2005-2009,0,0,outandin
186,1302,1,0.0442603526348659,0.0665459259919044,0.0,3,12,0.2692307692307692,"Yi, J.S.",incoming,2005-2009,1,0,incoming
187,550,2,0.0442603526348659,0.0665459259919044,0.0,3,12,0.2692307692307692,"Jacko, J.A.",outandin,2005-2009,0,0,outandin
214,721,1,0.0426114829224021,0.0665459259919044,9.38068704151892e-06,3,12,0.2692307692307692,"Liu, Z.",incoming,2005-2009,1,0,incoming
229,4,2,0.0442603526348659,0.0665459259919044,0.0,3,12,0.2692307692307692,"Abowd, G.D.",outandin,2005-2009,0,0,outandin
230,970,2,0.0442603526348659,0.0665459259919044,0.0,3,12,0.2692307692307692,"Romero, M.",outandin,2005-2009,0,0,outandin
231,1122,2,0.0442603526348659,0.0665459259919044,0.0,3,12,0.2692307692307692,"Summet, J.",outandin,2005-2009,0,0,outandin
39,1097,0,0.2417626324936401,0.0894030049195585,0.0334046265548488,17,12,0.2692307692307692,"Stasko, J.",stable,2005-2009,2,1,stable
41,714,2,1.5816422107424466e-50,0.0061162079510703,0.0,2,13,1.0,"Lind, M.",outgoing,2005-2009,1,0,outgoing
42,354,1,1.5816422107424466e-50,0.0061162079510703,0.0,2,13,1.0,"Forsell, C.",incoming,2005-2009,1,0,incoming
43,1037,2,1.5816422107424466e-50,0.0061162079510703,0.0,2,13,1.0,"Seipel, S.",outandin,2005-2009,0,0,outandin
299,572,2,8.463906281296018e-33,0.0084947332653754,0.0,1,14,0.6,"Johansson, S.",outandin,2005-2009,0,0,outandin
311,1204,2,1.636312796330027e-32,0.0095565749235474,0.0,2,14,0.6,"Vrotsou, K.",outandin,2005-2009,0,0,outandin
44,565,2,2.317065438663476e-32,0.0109217999126256,0.0,3,14,0.6,"Jern, M.",outandin,2005-2009,0,0,outandin
47,724,2,2.3170654386634756e-32,0.0109217999126256,0.0,3,14,0.6,"Ljung, P.",outandin,2005-2009,0,0,outandin
46,217,2,2.6886437765375547e-32,0.0127420998980632,1.876137408303784e-05,4,14,0.6,"Cooper, M.",outandin,2005-2009,0,0,outandin
45,571,1,2.880844450820593e-32,0.0152905198776758,9.38068704151892e-05,5,14,0.6,"Johansson, J.",incoming,2005-2009,1,0,incoming
228,1326,1,8.828149012388528e-18,0.0157273918741808,0.0,1,15,0.3333333333333333,"Ziemkiewicz, C.",incoming,2005-2009,1,0,incoming
50,86,2,1.1234501691016277e-17,0.0176146788990825,0.0,2,15,0.3333333333333333,"Bendix, F.",outandin,2005-2009,0,0,outandin
248,762,2,2.996376946389853e-18,0.0133444537114261,0.0,2,15,0.3333333333333333,"Matkovic, K.",outgoing,2005-2009,1,0,outgoing
249,362,2,2.996376946389853e-18,0.0133444537114261,0.0,2,15,0.3333333333333333,"Freiler, W.",outandin,2005-2009,0,0,outandin
49,476,2,1.2220412083170197e-17,0.0191463901076984,0.0003752274816607,4,15,0.3333333333333333,"Hauser, H.",stable,2005-2009,2,1,stable
170,1240,2,3.9521722271890235e-17,0.0200166805671392,0.0,4,15,0.3333333333333333,"Wessel, G.",outandin,2005-2009,0,0,outandin
171,1010,2,3.9521722271890235e-17,0.0200166805671392,0.0,4,15,0.3333333333333333,"Sauda, E.",outandin,2005-2009,0,0,outandin
211,282,2,3.779643574490552e-17,0.0163098878695209,0.0,4,15,0.3333333333333333,"Dou, W.",outandin,2005-2009,0,0,outandin
212,154,2,3.779643574490552e-17,0.0163098878695209,0.0,4,15,0.3333333333333333,"Butkiewicz, T.",outandin,2005-2009,0,0,outandin
213,1224,2,3.779643574490552e-17,0.0163098878695209,0.0,4,15,0.3333333333333333,"Wartell, Z.",outandin,2005-2009,0,0,outandin
48,648,2,4.4832837605725246e-17,0.0259039395574743,0.0007316935892384,7,15,0.3333333333333333,"Kosara, R.",stable,2005-2009,2,1,stable
168,953,2,5.817620039029442e-17,0.0231772090777402,0.0002251364889964,7,15,0.3333333333333333,"Ribarsky, W.",outandin,2005-2009,0,0,outandin
169,176,1,5.817620039029442e-17,0.0231772090777402,0.0002251364889964,7,15,0.3333333333333333,"Chang, R.",incoming,2005-2009,1,0,incoming
52,194,2,3.5254292248569785e-48,0.0055045871559633,0.0,1,16,0.6666666666666666,"Chlan, E.B.",outandin,2005-2009,0,0,outandin
79,1047,2,6.538393877600401e-48,0.0068807339449541,0.0,2,16,0.6666666666666666,"Shanbhag, P.",outandin,2005-2009,0,0,outandin
80,1332,2,6.538393877600401e-48,0.0068807339449541,0.0,2,16,0.6666666666666666,"desJardins, M.",incoming,2005-2009,1,0,incoming
51,951,2,7.650486320418625e-48,0.0091743119266055,3.752274816607568e-05,3,16,0.6666666666666666,"Rheingans, P.",incoming,2005-2009,1,0,incoming
54,317,2,0.0080528547138297,0.0512785314999961,0.0,2,17,0.3333333333333333,"Fanea, E.",outandin,2005-2009,0,0,outandin
55,545,2,0.0080528547138297,0.0512785314999961,0.0,2,17,0.3333333333333333,"Isenberg, T.",incoming,2005-2009,1,0,incoming
216,501,3,0.0080528547138297,0.0512785314999961,0.0,2,17,0.3333333333333333,"Hinrichs, U.",outandin,2005-2009,0,0,outandin
217,1018,2,0.0080528547138297,0.0512785314999961,0.0,2,17,0.3333333333333333,"Schmidt, H.",outandin,2005-2009,0,0,outandin
278,1163,2,0.0436803936926292,0.0625005809468038,0.0,2,17,0.3333333333333333,"Tobiasz, M.",outandin,2005-2009,0,0,outandin
295,887,2,0.0084079391198323,0.0512785314999961,0.0,2,17,0.3333333333333333,"Penn, G.",outandin,2005-2009,0,0,outandin
220,1251,2,0.0097090175945473,0.0514067278287461,0.0,3,17,0.3333333333333333,"Williamson, C.",incoming,2005-2009,1,0,incoming
221,280,1,0.0097090175945473,0.0514067278287461,0.0,3,17,0.3333333333333333,"Dork, M.",incoming,2005-2009,1,0,incoming
175,212,1,0.0107025955379039,0.0515355667456101,1.876137408303784e-05,4,17,0.3333333333333333,"Collins, C.",incoming,2005-2009,1,0,incoming
53,167,0,0.0520398372475734,0.0640582278239827,0.0115007223129021,10,17,0.3333333333333333,"Carpendale, S.",stable,2005-2009,2,1,stable
56,1247,2,1.5816422107424466e-50,0.0061162079510703,0.0,2,18,1.0,"Wilkinson, L.",incoming,2005-2009,1,0,incoming
57,32,1,1.5816422107424466e-50,0.0061162079510703,0.0,2,18,1.0,"Anand, A.",incoming,2005-2009,1,0,incoming
58,432,2,1.5816422107424466e-50,0.0061162079510703,0.0,2,18,1.0,"Grossman, R.",outandin,2005-2009,0,0,outandin
59,999,2,1.02654448527051e-17,0.0152905198776758,0.0,5,19,1.0,"Saito, T.",outandin,2005-2009,0,0,outandin
60,795,2,1.02654448527051e-17,0.0152905198776758,0.0,5,19,1.0,"Miyamura, H.N.",outandin,2005-2009,0,0,outandin
61,1292,2,1.02654448527051e-17,0.0152905198776758,0.0,5,19,1.0,"Yamamoto, M.",outandin,2005-2009,0,0,outandin
62,998,2,1.02654448527051e-17,0.0152905198776758,0.0,5,19,1.0,"Saito, H.",outandin,2005-2009,0,0,outandin
63,517,2,1.02654448527051e-17,0.0152905198776758,0.0,5,19,1.0,"Hoshiya, Y.",outandin,2005-2009,0,0,outandin
64,597,2,1.02654448527051e-17,0.0152905198776758,0.0,5,19,1.0,"Kaseda, T.",outandin,2005-2009,0,0,outandin
65,1320,1,1.5816422107424466e-50,0.0061162079510703,0.0,2,20,1.0,"Zhou, M.X.",outgoing,2005-2009,1,0,outgoing
66,10,2,1.5816422107424466e-50,0.0061162079510703,0.0,2,20,1.0,"Aggarwal, V.",outandin,2005-2009,0,0,outandin
67,1238,2,1.5816422107424466e-50,0.0061162079510703,0.0,2,20,1.0,"Wen, Z.",outandin,2005-2009,0,0,outandin
256,1312,2,1.1087784140904943e-10,0.0139799038881607,0.0,2,21,0.6666666666666666,"Zhang, J.",outandin,2005-2009,0,0,outandin
257,699,3,1.1087784140904943e-10,0.0139799038881607,0.0,2,21,0.6666666666666666,"Li, J.",outandin,2005-2009,0,0,outandin
69,23,2,5.295533180442901e-10,0.019571865443425,0.0,6,21,0.6666666666666666,"Allendoerfer, K.",outandin,2005-2009,0,0,outandin
70,28,2,5.295533180442901e-10,0.019571865443425,0.0,6,21,0.6666666666666666,"Aluker, S.",outandin,2005-2009,0,0,outandin
71,870,2,5.295533180442901e-10,0.019571865443425,0.0,6,21,0.6666666666666666,"Panjwani, G.",outandin,2005-2009,0,0,outandin
72,919,2,5.295533180442901e-10,0.019571865443425,0.0,6,21,0.6666666666666666,"Proctor, J.",outandin,2005-2009,0,0,outandin
73,1115,2,5.295533180442901e-10,0.019571865443425,0.0,6,21,0.6666666666666666,"Sturtz, D.",outandin,2005-2009,0,0,outandin
74,1206,2,5.295533180442901e-10,0.019571865443425,0.0,6,21,0.6666666666666666,"Vukovic, M.",outandin,2005-2009,0,0,outandin
68,180,2,5.609664964151234e-10,0.0244648318042813,0.0002251364889964,8,21,0.6666666666666666,"Chen, C.",outgoing,2005-2009,1,0,outgoing
88,956,2,1.5816422107424466e-50,0.0061162079510703,0.0,2,22,1.0,"Riehmann, P.",outandin,2005-2009,0,0,outandin
89,461,2,1.5816422107424466e-50,0.0061162079510703,0.0,2,22,1.0,"Hanfler, M.",outandin,2005-2009,0,0,outandin
90,365,2,1.5816422107424466e-50,0.0061162079510703,0.0,2,22,1.0,"Froehlich, B.",outandin,2005-2009,0,0,outandin
225,158,2,7.613652888664386e-07,0.0164772467935551,0.0,1,23,0.3272727272727272,"Byron, L.",outandin,2005-2009,0,0,outandin
247,967,2,2.844843989253774e-06,0.0197138488422892,0.0,1,23,0.3272727272727272,"Rogowitz, B.",outandin,2005-2009,0,0,outandin
92,3,2,3.316066261048693e-06,0.0200722824576035,0.0,2,23,0.3272727272727272,"Abello, J.",outgoing,2005-2009,1,0,outgoing
93,651,2,3.316066261048693e-06,0.0200722824576035,0.0,2,23,0.3272727272727272,"Krishnan, N.",outandin,2005-2009,0,0,outandin
99,889,2,0.0001106326557149,0.0290519877675841,0.0016885236674734,2,23,0.3272727272727272,"Perer, A.",outandin,2005-2009,0,0,outandin
262,322,2,1.509269088824043e-06,0.0167269020480029,0.0,2,23,0.3272727272727272,"Feinberg, J.",outandin,2005-2009,0,0,outandin
155,775,2,5.075331909076696e-06,0.021646579120945,0.0,4,23,0.3272727272727272,"McKeon, M.",outandin,2005-2009,0,0,outandin
156,652,2,5.075331909076696e-06,0.021646579120945,0.0,4,23,0.3272727272727272,"Kriss, J.",outandin,2005-2009,0,0,outandin
154,1200,2,5.263118290446357e-06,0.0220795107033639,0.0001500909926643,5,23,0.3272727272727272,"Vi̩gas, F.B.",outgoing,2005-2009,1,0,outgoing
153,1227,2,5.357848934276143e-06,0.0225301129626162,0.0004877957261589,6,23,0.3272727272727272,"Wattenberg, M.",stable,2005-2009,2,1,stable
91,1334,2,2.001962075089961e-05,0.0290519877675841,0.0020637511491341,8,23,0.3272727272727272,"van Ham, F.",outgoing,2005-2009,1,0,outgoing
3,62,2,3.7048908415111428e-34,0.0127420998980632,0.0,1,24,0.2545454545454545,"Balakrishnan, R.",stable,2005-2009,2,1,stable
269,771,2,1.8189204493366648e-34,0.0101936799184505,0.0,1,24,0.2545454545454545,"McDonnel, B.",incoming,2005-2009,1,0,incoming
312,583,2,3.7048908415111428e-34,0.0127420998980632,0.0,1,24,0.2545454545454545,"Jurisica, I.",incoming,2005-2009,1,0,incoming
15,1317,2,5.3371133475492695e-34,0.0132961042414572,0.0,2,24,0.2545454545454545,"Zhao, S.",outandin,2005-2009,0,0,outandin
16,191,2,5.3371133475492695e-34,0.0132961042414572,0.0,2,24,0.2545454545454545,"Chignell, M.H.",outandin,2005-2009,0,0,outandin
